#,Business Name,Industry/Niche,Bogota Location,Website,Website Problem,Business Email,Evidence/Source,Why High-Ticket Prospect,Lead Score
120,Ortodoncista Bogotá — Dra. María Liliana Hurtado Díaz,Ortodoncia especializada,"Calle 86A #13A-09, Consultorio 204, Bogotá",https://ortodoncistabogota.com/,"Diseño con estándares de mediados de 2010, contacto vía Gmail en vez de dominio propio, error tipográfico visible en el tagline ('Siemrpe' en vez de 'Siempre'), sin testimonios/reseñas",ortodoncistabogota@gmail.com,https://ortodoncistabogota.com/ (visitado vía WebFetch),"Ortodoncista con formación en Universidad de Buenos Aires; brackets invisibles, ATM — tratamientos de alto ticket",8
121,Analistas Financieros y Asesoría,Consultoría financiera,"Calle 47A, Casa 27A-09, Belalcázar, Bogotá",https://analistas-financieros-asesores.ueniweb.com,"la página está construida sobre una plantilla genérica del builder UENI, con secciones estándar sin personalizar y una descripción tipo boilerplate",analistasfinancieros2021@gmail.com,Sección de contacto de su página propia en UENI,"Servicio de asesoría financiera a medida, de ticket alto, sin presencia digital propia que respalde su credibilidad",7
122,ASERFINANZAS,Contabilidad y tributario,"Cra. 4 #18-50, Of. 502, Torre A, Ed. Procoil, Las Nieves, Bogotá",(sitio Wix sin dominio propio indexado),"la plantilla Wix tiene varios enlaces de navegación que llevan a '#' sin destino, y el contacto principal es una cuenta de Gmail personal en vez de un correo con dominio propio",aserfinanzas013@gmail.com,Footer/contacto del sitio propio,Firma contable/tributaria con oficina física en el centro de Bogotá — servicio recurrente de alto valor para pymes,8
123,CN Contadores,Contabilidad y tributario,"Cr 70C #80-48 Local 71, Bogotá",https://cn-contadores.ueniweb.com,el menú de navegación aparece duplicado en la página y el contacto principal es una cuenta de Yahoo personal en vez de un dominio propio,noel_cncontadores@yahoo.com.co,Sección de contacto del listado propio en UENI,Servicio contable/tributario especializado sin un sitio propio que respalde su experiencia,7
124,AYC Contadores SAS,Contabilidad y tributario,"Calle 94A #13-34, Of. 107, Bogotá",https://ayccontadoressas.com.co,no hay un formulario de contacto en el sitio (solo un botón de WhatsApp) y el ícono de LinkedIn del footer en realidad enlaza a Facebook,info@ayccontadoressas.com.co,mailto: en el footer del sitio propio,Firma constituida (SAS) con oficina propia — servicio tributario/contable recurrente de alto valor para empresas,7
125,López y López Abogados,Derecho laboral,"Calle 39B Bis Sur #79F-60, Carvajal, Bogotá",https://lopezmoralesabogados.com,varias imágenes del sitio no cargan (placeholders rotos) y aparecen tres números de teléfono distintos sin indicar cuál es el principal,info@lopezmoralesabogados.com,mailto: en el footer del sitio propio,"Firma de derecho laboral con litigios de alto valor para empresas, sin un sitio que refleje su nivel de especialización",7
126,JO Asesores de Seguros & Cía Ltda,Seguros corporativos,"Calle 11 Sur #31-39, Of. 212, C.C. Ciudad Montes, Bogotá",https://joasesores.com.co,"varias categorías del portafolio de seguros muestran 'Próximamente' en vez de contenido activo, y la sección de testimonios aparece duplicada dos veces en la misma página",comercial@joasesores.com.co,mailto: en la página de contacto del sitio propio,Corredor de seguros constituido (Ltda) con oficina física — las pólizas corporativas son transacciones de alto valor,8
127,Fareg Agencia de Seguros Ltda,Seguros corporativos,"Calle 49 #17-42, Of. 503, Bogotá",https://faregltda.com,"el formulario de contacto depende de JavaScript para funcionar y muestra un aviso cuando no carga, y el footer lista números de teléfono distintos a los de la página de contacto principal",servicioalcliente@faregltda.com,mailto: en la página de contacto del sitio propio,Agencia de seguros constituida (Ltda) — pólizas empresariales de alto ticket,7
128,Llanos & Asociados (Herencias y Sucesiones),Derecho de familia y sucesiones,"Kr 37 #24-30, Centro de Negocios, Bogotá",https://herenciasysucesiones.com.co,el enlace de contacto por correo está mal formado en el código del sitio (el dominio aparece duplicado dentro de la misma dirección),contacto@herenciasysucesiones.com.co,mailto: (malformado) visible en el código fuente del sitio propio,Procesos sucesorales y de herencias de alto valor y recurrentes para clientes de patrimonio medio-alto,8
129,CABA Abogados,Derecho de familia,"Calle 90 #18-53, Of. 405, Ed. Prestigio 90, Bogotá",https://cabaabogados.com.co,en la página del servicio de 'Sucesiones' el encabezado del formulario de contacto muestra contenido de otra página (sobre cuota alimentaria) insertado por error,administracion@cabaabogados.com.co,mailto: en el footer del sitio propio,Firma de derecho de familia con oficina propia en zona comercial de Bogotá — casos de alto valor,7
130,Contadores Asociados J&G,Contabilidad y tributario,"Cra 115 #153-80, Int. 5, Of. 504, Bogotá",https://contadoresasociadosjg.com,el sitio sigue mostrando referencias prominentes a la declaración de renta del año 2022 y algunos enlaces internos no llevan a ningún destino,contacto@contadoresasociadosjg.com,mailto: en el footer del sitio propio,Firma con dos socios fundadores identificados — la revisoría fiscal es un servicio recurrente de alto ticket,8
131,Duque Ortiz Abogados,"Derecho civil, laboral y penal","Carrera 13 #13-24, Of. 825, Ed. Lara, Bogotá",https://abogadosdo.com,"el pie de página muestra un contador de visitas que se ve roto (marca solo '1' visita), y no hay ningún testimonio o caso de éxito mostrado en el sitio",atencionalcliente@abogadosdo.com,mailto: en la sección de contacto del sitio propio,Firma multipráctica con oficina céntrica en Bogotá — litigios civiles/penales/administrativos de alto valor,7
132,Oftalmólogos en Bogotá,Oftalmología privada,"Cra 19A #82-85, Cons. 508-619, Country Medical Center, Bogotá",https://oftalmologosenbogota.com,"el sitio todavía muestra texto de plantilla sin reemplazar en varias secciones, y el footer tiene un error tipográfico visible ('Toos los Derechos')",info@oftalmologosenbogota.com,Header y footer del sitio propio,Consulta y cirugía oftalmológica privada de pago directo con dos especialistas nombrados — procedimientos de alto valor,8
133,Urólogo Bogotá — Dr. David Darío Grateron Palacios,Urología particular,"Carrera 18 #80-06, Ed. Habitat Medical, Piso 5, Of. 503, Bogotá",https://urologobogota.co,"los íconos de redes sociales del sitio enlazan a perfiles genéricos de la plantilla en vez de las cuentas reales de la práctica, y no hay ninguna sección de testimonios de pacientes",urologobogota.co@gmail.com,"Header, footer y sección de contacto del sitio propio",Consulta particular de urología con procedimientos especializados de pago directo,7
134,A Cinco Ltda,Administración de propiedad horizontal,"Calle 140 #10A-48, Of. 307, Bogotá",https://acinco.net,"docenas de imágenes a lo largo del sitio no cargan (aparecen como espacios en blanco), y no hay ninguna sección de testimonios de clientes",servicioalcliente@acinco.net,Footer del sitio propio,Gerencia de propiedad horizontal institucional — contrato de administración recurrente de alto valor,8
135,BICAM (Grupo Bicam S.A.S.),Administración de propiedad horizontal,"Carrera 14 #75-77, Of. 408, Bogotá",https://grupobicam.com,"el sitio usa un carrusel con imágenes genéricas de plantilla, sin ninguna sección de testimonios de clientes",contactogerencia@bicam.com.co,Header/footer/contacto del sitio propio,Administra propiedad horizontal institucional — contratos recurrentes de administración de alto valor,7
136,PRO PH S.A.S,Administración de propiedad horizontal,"Carrera 56 #167C-74, Of. 603, Bogotá",https://proph.com.co,"la estética del sitio corresponde a un diseño de mediados de la década pasada, sin ninguna sección de testimonios de clientes",comercial@proph.com.co,mailto: en la sección de contacto del sitio propio,Administración de PH institucional dirigida por gerente identificada — contrato recurrente de alto valor,7
137,CEFIES (Fisioterapia Especializada),Fisioterapia especializada,"Calle 41C Sur #79F-21, Kennedy, Bogotá",https://fisioterapiacefies.com,la sección de servicios repite cuatro veces el mismo texto de plantilla sin reemplazar ('Image Box text'),Fisioterapia.cefies@gmail.com,mailto: en el footer del sitio propio,Fisioterapia especializada con sesiones/planes recurrentes de alto valor,7
138,Fisio Bogotá,"Fisioterapia (personalizada, presoterapia)","Calle 98 #15-17, Cons. 204, Ed. Manhattan Center, El Chicó, Bogotá",https://fisiobogota.com,el mismo servicio aparece con dos precios distintos publicados en dos secciones diferentes de la misma página,fisiobogota1@gmail.com,Sección de contacto del encabezado del sitio propio,Fisioterapia de sesiones recurrentes de alto valor,6
139,DCM Arquitectos,"Arquitectura (diseño, licencias, construcción industrial)",Bogotá D.C.,https://nadyaalzate.wixsite.com/dcmarquitectos,"el sitio está construido sobre un subdominio gratuito de Wix, con una estética de aspecto de hace más de una década, sin ninguna sección de testimonios de clientes",arquitectosdcm@gmail.com,Footer/contacto del sitio propio,"Firma con 36 años de trayectoria declarada, especializada en estructuras industriales — diseño y construcción integral de alto valor",7
140,Constructora Bogotá,Construcción y remodelación integral,"Cra 28 #34-15, Bogotá",https://constructorabogota.com,"el botón de contacto principal ('Haz clic aquí') no lleva a ningún destino funcional, y no hay ninguna sección de testimonios de clientes",constructorabogota@gmail.com,Footer del sitio propio,Constructora con línea dedicada de remodelaciones/adecuaciones integrales — obras de alto valor,7
141,Innovar Reparaciones y Construcciones SAS,"Construcción, obra civil, reformas locativas","Dg. 82g #72b16-72 c17, Bogotá",https://reparacionesyconstrucciones.com,"la estética del sitio corresponde a un diseño de mediados de la década pasada, sin ninguna sección de testimonios de clientes pese a tener una galería de proyectos real",asesoria.innovar@gmail.com,Página de contacto del sitio propio,Empresa SAS constituida — obra civil y reformas locativas de alto valor para clientes de Bogotá,7
142,Construcciones y Diseños AL SAS,Construcción y remodelación integral,"Calle 60 Sur 71-50, Bogotá",https://construcciones-y-disenos-al-sas.ueniweb.com,"el sitio está alojado en un subdominio gratuito del builder UENI, sin testimonios ni portafolio detallado de proyectos",Al.construcciones23@gmail.com,Sitio propio en UENI,SAS constituida con cobertura nacional en construcción/remodelación — proyectos de obra de alto valor,7
143,Construcciones JL Molano SAS,"Construcción, remodelación, instalaciones eléctricas","Calle 81 Sur 80 L 20, Bogotá",https://construcciones-jj-molano-sas.ueniweb.com,"el sitio está alojado en un subdominio gratuito del builder UENI, sin portafolio visual ni testimonios de clientes",almoos2903@hotmail.com,Sitio propio en UENI,SAS constituida con alcance multi-servicio en Bogotá/Cundinamarca/Boyacá — contratos de obra de alto valor,7
144,El Sitio Industrial Inmobiliaria SAS,Finca raíz industrial/comercial,Bogotá D.C.,https://elsitioindustrial.com,"el sitio no menciona ningún nombre de responsable o gerente, y no hay ninguna sección de testimonios de clientes pese al volumen real de inventario listado",gerencia@elsitioindustrial.com,Footer del sitio propio,"67 bodegas en venta y 78 en arriendo, transacciones de gran valor en parques industriales de Bogotá",8
145,Inmobiliaria Home Ltda,"Finca raíz (compra, arrendamiento, venta)","Calle 126 #45A-59, Bogotá",https://inmobiliaria-home-ltda.ueniweb.com,"el sitio está alojado en un subdominio gratuito del builder UENI, sin galería de propiedades ni testimonios de clientes",omendoza1942@hotmail.com,Sitio propio en UENI,Ltda constituida operando en compra/venta/arriendo — comisiones inmobiliarias de alto valor,7
146,Pidelta Fabricaciones y Montajes SAS,Ingeniería industrial — montajes industriales,"Calle 7 #87B-90, Bogotá",https://pidelta-fabricaciones-y-montajes-sas.ueniweb.com,"el sitio está alojado en un subdominio gratuito del builder UENI, sin testimonios ni galería de proyectos",jaime-gomez-2007@hotmail.com,Sitio propio en UENI,SAS especializada en montajes industriales para planta de alimentos — contratos técnicos de alto valor,7
147,CYE Ingeniería Metalmecánica SAS,Ingeniería industrial — metalmecánica,"Calle 9 #32-61, Bogotá",https://cye-ingenieria-metalmecanica-sas.ueniweb.com,"el sitio está alojado en un subdominio gratuito del builder UENI, sin portafolio visual ni testimonios de clientes",dairocespedes2010@gmail.com,Sitio propio en UENI,SAS de metalmecánica industrial en Bogotá — contratos B2B recurrentes ganados por credibilidad técnica,7
148,Melo & Lozano Abogados,"Derecho laboral, pensional y administrativo","Calle 52 # 72-20 Oficina 1A, Normandía, Bogotá D.C.",https://mlabogados.wixsite.com/melolozanoabogados,"Sitio alojado en subdominio gratuito de Wix (sin dominio propio), plantilla genérica sin personalizar, sin sección de testimonios/casos reales y sin WhatsApp visible (solo botón de 'agendar consulta').",ml.abogados@outlook.com,Enlace mailto: clicable en el código fuente del sitio propio,"Firma especializada en derecho laboral/pensional que atiende empresas y personas naturales en procesos de alto valor (litigios, pensiones, notariales); sin presencia web propia que respalde su credibilidad.",7
149,Hoyos y Medina Lawyers,"Derecho civil, penal y familia","Carrera 57 #4B, Bogotá, Colombia",https://rubenhoyosabogado.wixsite.com/hoyosymedinalawyers,"Plantilla genérica de Wix con fotografías de stock y una sección de testimonios que aún muestra el texto de relleno sin reemplazar ('Esta es su cita testimonial'), señal de sitio abandonado a medio construir.",Hoyosmedinalawyers@gmail.com,Enlace mailto: clicable en el sitio propio,"Despacho multipráctica (civil, penal, familia) con oficina física propia en Bogotá; el sitio a medio terminar transmite poca confianza para captar casos de mayor valor.",6
150,Eusebio Antonio Ramírez Hernández - Abogado,"Derecho civil, comercial, liquidaciones y documentos legales","Diagonal 115 #45-56, Edificio San Sebastián De La Alhambra II, Bogotá D.C.",https://eusebio-antonio-ramirez-hernandez-abogado.ueniweb.com/,Página construida sobre plantilla genérica de directorio (UENI) con secciones formularias tipo listado de negocios; solo una reseña visible y sin contenido sustancial.,eusebioantonior26@gmail.com,Correo de contacto directo publicado en el sitio propio (UENI),"Abogado con oficina física registrada en Bogotá que ofrece servicios jurídicos recurrentes de valor medio-alto (liquidaciones societarias, demandas); sin evidencia social.",6
151,Arcadia Abogados,"Derecho civil, comercial, público, laboral y constitucional","Bogotá, Colombia",https://arcadiaabogados.wixsite.com/arcadia,"Plantilla genérica de Wix sin personalizar, sin sección de testimonios y sin dirección física publicada pese a mostrar logos de clientes.",arcadiaabogados@gmail.com,Enlace mailto: clicable en el sitio propio,"Firma multidisciplinaria que atiende litigios civiles/comerciales/laborales con cartera de clientes corporativos visible en el sitio, pero sin un sitio que comunique ese nivel.",6
152,T&O Soluciones Legales,"Derecho laboral, familia, civil y responsabilidad civil","Carrera 112 Bis # 80A-16, Bogotá D.C.",https://tyosolucioneslegal.wixsite.com/website,"Plantilla genérica de Wix dominada por fotografía de stock, sin testimonios ni casos reales, y sin número de teléfono fijo visible (solo WhatsApp).",tyosolucioneslegales@gmail.com,Enlace mailto: y texto plano coincidente en el sitio propio,"Firma que atiende empresas y personas en materia laboral y de responsabilidad civil, con oficina física en Bogotá, pero sin presencia digital que respalde clientes corporativos.",6
153,LAM Soluciones Jurídicas,"Derecho penal, civil, administrativo y familia",Bogotá D.C.,https://lam-solucionesjuridicas.ueniweb.com/,"Plantilla genérica de directorio (UENI, 'Powered by UENI' visible en el pie), sin testimonios ni dirección exacta de oficina publicada.",arevalolui@hotmail.com,Correo de contacto publicado en el sitio propio,"Despacho que ofrece asesoría penal/civil/administrativa con disponibilidad 24h, apuntando a un volumen de clientes que su sitio genérico no está capturando bien.",6
154,Luis Alberto Barrios y Abogados Colombia,"Derecho penal, civil, laboral, administrativo, comercial y disciplinario","Carrera 7 # 18-24, Piso 33, Bogotá D.C.",https://luis-alberto-barrios-y-abogados-colombia.ueniweb.com/,Plantilla genérica de directorio (UENI) sin dominio propio; solo 2 reseñas de Google con fecha de 2020 y sin contenido sustancial visible.,abogadoalbertobarrios@gmail.com,Enlace mailto: en el sitio propio (UENI),"Firma con oficina en torre de oficinas del centro de Bogotá que atiende múltiples ramas del derecho para clientes corporativos y particulares, con reseñas estancadas desde 2020.",7
155,J&M Abogados,"Derecho civil, familia, laboral, penal, administrativo, minero y tributario","Carrera 10 # 20-19 Oficina 613-613A, Edificio Saraga, Bogotá D.C.",https://solucionesjuridica0.wixsite.com/misitio-1,"Plantilla genérica de Wix con estética anticuada, sin testimonios, sin WhatsApp visible y sin nombres de socios en el contenido.",solucionesjuridicas.sa@hotmail.com,Enlace mailto: en el sitio propio,"Firma multipráctica con oficina física en edificio del centro de Bogotá que cubre áreas de alto valor (minero, tributario, internacional) sin un sitio que lo comunique.",6
156,Salgado y Vega Contador,"Consultoría contable, tributaria y financiera","Bogotá, Colombia",https://salgadoyvegacontador.com/,"Pese a tener dominio propio, el contacto principal es un correo Gmail personal en lugar de un correo corporativo; sin formulario de contacto tradicional (todo dirige a WhatsApp) y sin testimonios de clientes.",salgadoyvegacontador@gmail.com,Correo publicado en el pie del sitio propio,"Firma contable que ofrece revisoría fiscal y consultoría financiera integral a empresas, servicio recurrente de alto valor, con marca propia pero contacto de correo personal sin profesionalizar.",7
157,David Contador (Diego David Martín),"Contabilidad, tributario, financiero y SARLAFT","Calle 148 # 98-40, Bogotá",https://www.david-contador.com/,Plantilla Wix básica y desactualizada pese a tener dominio propio; contacto principal es Gmail personal en vez de correo del dominio; sin testimonios.,martin.diegodavid@gmail.com,Enlace mailto: en el sitio propio,"El propio sitio indica 16 años de experiencia en áreas contable/tributaria/financiera/SARLAFT para empresas, trayectoria que el diseño actual no comunica.",7
158,Contable al Día,"Contabilidad, tributario, nómina y asesoría financiera","Carrera 68H # 23 Sur-13, Bogotá D.C.",https://contable-al-dia.ueniweb.com/,"Plantilla genérica de directorio (UENI) sin dominio propio, sin testimonios de clientes; contacto principal es un Gmail personal.",contablealdia.bog@gmail.com,Correo publicado en el sitio propio,"Firma contable que ofrece contabilidad personalizada a empresas de Bogotá con servicio recurrente de valor medio-alto, sin un sitio propio que profesionalice su imagen.",6
159,Oscar Flórez Contador,"Asesoría tributaria y financiera, auditorías y reestructuración corporativa","Carrera 23 #45C-90, Bogotá, Colombia",https://oscargfcontador.wixsite.com/servicioscontables,"Plantilla genérica de Wix sin personalizar, sin WhatsApp ni formulario de contacto visibles, y sin ninguna evidencia social pese a que el propio sitio alega 25 años de trayectoria.",oscarflorezcontador@gmail.com,Enlace mailto: en el código fuente del sitio propio,"El sitio mismo declara más de 25 años de experiencia en gestión tributaria/financiera corporativa y reestructuraciones, brecha clara entre autoridad real y presencia web.",8
160,Ana M Rodríguez - Asesoría Contable,"Contabilidad, asesoría tributaria y empresarial","Diagonal 91 #87-25, Bogotá D.C.",https://ana-m-rodriguez.ueniweb.com/,"Plantilla genérica de directorio (UENI), contacto principal es un Hotmail personal, y aunque se mencionan reseñas de clientes (2018-2020) el texto de las mismas no está visible en el sitio.",anitar.chavez@hotmail.com,"Correo en el sitio propio, consistente con Facebook enlazado (facebook.com/ALaccountable45)",Ofrece asesoría contable y tributaria empresarial con atención solo por cita previa, perfil de servicio de valor medio-alto sin sitio propio que lo respalde.,6
161,Asesorías Integrales,"Contabilidad, planeación tributaria, NIIF y SG-SST","Carrera 9A No. 60-41 Oficina 105, Chapinero, Bogotá",https://monipresi01.wixsite.com/asesoriasintegrales,"Plantilla genérica de Wix, contacto principal es un Hotmail personal, sin testimonios pese a que el sitio alega más de 30 años de experiencia del equipo.",Asointegrales24@hotmail.com,Correo publicado en el sitio propio,"Firma en Chapinero que atiende empresas medianas y grandes en planeación tributaria y NIIF, con trayectoria alegada de 30 años que el sitio actual no transmite.",7
162,Ayel Consultores y Asesores Contables,"Contabilidad, tributario, facturación electrónica y NIIF","Calle 72A #71D-04, Bogotá D.C.",https://ayel-consultores-y-asesores-contables.ueniweb.com/,"Plantilla genérica de directorio (UENI), contacto principal es un Gmail personal, y solo 2 reseñas de Google con contenido mínimo.",alejandrayizet.espinosaleiva@gmail.com,Enlace mailto: en el sitio propio,Firma contable con oficina propia en Bogotá que ofrece servicios recurrentes de contabilidad y tributación a empresas.,6
163,Doctor Osorio (Dr. Mario Osorio Chacón),"Oftalmología privada (córnea, catarata, cirugía refractiva)","Carrera 16 No 82-29, Consultorio 503, Centro Profesional del Country, Bogotá",https://doctorosorio.com/,"Sitio construido en WordPress (~2019), sin galería de casos, sin sección de testimonios de pacientes pese a ofrecer procedimientos refractivos de alto valor.",contacto@doctorosorio.com,doctorosorio.com (footer/contacto); identidad confirmada vía doctoralia.co/mario-osorio-chacon,"Especialista en cirugía refractiva/córnea (SMILE, PRESBYOND, trasplante endotelial) con consulta particular — procedimientos electivos de miles de dólares.",8
164,Alta Visión,Oftalmología privada (clínica multi-especialista),"Carrera 14 No. 86a-15, Bogotá",https://www.altavision.co/,"Estética y estructura de diseño de mediados de los 2010, pese a incluir testimonios y galería de equipos.",educacion@altavision.com.co,altavision.co (footer); altavision.com.co redirige al mismo sitio,Clínica oftalmológica establecida con sede propia en zona norte de Bogotá — cirugías y tratamientos de pago directo son de alto ticket.,6
165,Centro Médico de Obesidad (Dr. Félix Jaime Baquero García),Cirugía bariátrica particular,"Av. 127 No. 19A-44, Consultorio 503, Bogotá D.C.",https://centromedicodeobesidad.com/,"El único email de contacto publicado es una cuenta personal de Hotmail en vez de un correo con el dominio propio del sitio, pese a operar como centro médico establecido.",felix_baquero@hotmail.com,centromedicodeobesidad.com (footer); identidad confirmada vía doctoralia.co e Instagram @centrodeobesidad,"Cirugía bariátrica (bypass, manga, balón) es de los procedimientos de pago directo más costosos en Colombia.",7
166,Dr. Juan Camilo Ospina García,Otorrinolaringología pediátrica particular,"Carrera 23 # 124-87 Torre 2, Consultorio 506, Bogotá",https://www.juanospinaotorrinopediatra.com/,"Sitio en plantilla Wix básica, sin testimonios de pacientes; contacto principal es Gmail personal en vez de correo del dominio propio.",juan.ospina@gmail.com,mailto en footer/contacto; identidad confirmada vía doctoralia.co,Consulta y procedimientos otorrinolaringológicos pediátricos particulares de pago directo recurrente para familias de Usaquén.,7
167,Dr. Andrés Naranjo (Dermatología),Dermatología clínica y estética privada,"Bogotá, Colombia",https://www.doctorandresnaranjo.com/,"Footer con copyright '2001 - 2026' sugiriendo plantilla nunca renovada, sin galería antes/después ni testimonios; contacto principal es Gmail personal.",asistentedrandresgn@gmail.com,doctorandresnaranjo.com/contacto/ campo 'Correo:',Dermatología clínica y estética de pago directo y recurrente — categoría de alta investigación previa por parte del paciente.,7
168,Dra. María Constanza Latorre — Reumatología,Reumatología particular,"Carrera 19A No. 82-85, Consultorio 311, Country Medical Center, Bogotá",https://dra-mconstanzalatorre-reumatologa.com/,Sin sección de testimonios ni certificaciones visibles; contacto principal es Gmail personal en vez de correo del dominio propio.,mconstanzareumatologa@gmail.com,mailto en footer del sitio propio,"Manejo particular y continuo de enfermedades reumáticas/autoinmunes (terapias biológicas de alto costo) — relación de largo plazo, pago directo.",6
169,Construcción y Arquitectura RMO S.A.S.,"Arquitectura y construcción (residencial/comercial, remodelaciones)","Cra 13 # 93-35, Bogotá D.C.",https://construccionyarquitecturarmo.com/,Plantilla Drupal 8 sin identidad de marca; contacto principal es Gmail personal en vez de dominio propio; sin nombres de arquitectos/fundadores ni casos de proyecto detallados.,construarquirmo@gmail.com,Sitio propio (footer/formulario de contacto),Constructora S.A.S. constituida que ofrece diseño arquitectónico + construcción + remodelaciones integrales en Bogotá.,7
170,AAR Arquitectos SAS,Arquitectura — diseño y construcción de oficinas,"Bogotá, Colombia",https://aar-arquitectos.com/,Sitio armado en GoDaddy Website Builder; múltiples imágenes de portafolio no cargan pese a mostrar 12+ proyectos; metadatos regionales quedaron en 'en_PH' (Filipinas).,proyectos@aar-arquitectos.com,Sitio propio (mailto en sección de contacto),"Firma especializada en diseño y construcción de oficinas corporativas — proyectos comerciales de alto ticket que dependen de un portafolio visual confiable, actualmente roto.",7
171,Alero Arquitectos,Arquitectura — remodelación de apartamentos y casas,"Calle 113 #7-45, Torre B, Of. 1210, Bogotá",https://www.aleroarquitectos.com/,Plantilla WordPress con múltiples imágenes rotas (placeholders SVG); menús duplicados; queda activa la 'Página de ejemplo' por defecto de WordPress sin borrar.,info@aleroarquitectos.com,Sitio propio (footer/mailto),Remodelación integral de apartamentos y casas en Bogotá con testimonios reales de clientes — perjudicado por un sitio con errores visibles de mantenimiento.,7
172,Santiago Rubiano Arquitectos,Arquitectura residencial premium,"Carrera 11a No 93a-22, Edificio Parque 93 - Juan Valdez, Bogotá",https://santiagorubianoarquitectos.com/,Sitio WPBakery con secciones de portafolio con múltiples placeholders de imagen vacíos; un encabezado se repite cinco veces sin contenido debajo.,info@santiagorubianoarquitectos.com,Sitio propio (mailto),Estudio de arquitectura en zona premium (Parque 93) enfocado en proyectos residenciales de alto valor — el sitio a medio terminar contradice el posicionamiento de la marca personal del fundador.,7
173,GP Arquitectura e Ingeniería S.A.S.,Arquitectura industrial — diseño y construcción de bodegas y plantas,"Calle 93a No 19-39, Of. 405, Bogotá",https://www.gparquitecturaeingenieria.com/,"Sitio en Webnode; el mapa de Google incrustado muestra coordenadas placeholder (0,0) en vez de la ubicación real de la oficina.",info@gparquitecturaeingenieria.com,Sitio propio (mailto/contacto),Diseño y construcción de bodegas/plantas industriales — proyectos de alto valor donde un mapa mal configurado mina la credibilidad.,6
174,Ideark,Arquitectura y construcción — diseño-construcción integral,"Cra 9a # 88-45, Bogotá D.C.",https://www.ideark.com.co/,"Sitio en Elementor con imágenes de stock genéricas; varias secciones de galería y páginas de servicio enlazan a directorios vacíos, pese a afirmar '99+ proyectos ejecutados'.",proyectos@ideark.com.co,Sitio propio (mailto/contacto),"Firma de diseño-construcción integral que reclama un volumen alto de proyectos ejecutados, pero no lo respalda con evidencia visual real.",6
175,Dijo Diseño S.A.S.,Diseño y construcción de espacios comerciales + obra civil,"Carrera 81d # 22-68, Bogotá",https://www.dijodiseno.com/,Maquetación de tablas HTML obsoleta y copyright visible de 2007; múltiples enlaces rotos; sin diseño responsive; navegación inconsistente.,info@dijodiseno.com,Sitio propio (mailto),"Diseño y adecuación integral de oficinas, locales comerciales, bares/restaurantes y obra civil en Bogotá — sitio visiblemente de casi dos décadas de antigüedad.",7
176,IDS Oficinas (ID Office),Diseño de interiores — oficinas y espacios comerciales,"Bogotá, Colombia",https://www.idsoficinas.com/,Plantilla Wix genérica sin personalizar; enlaces del footer llevan a páginas en blanco/genéricas; contacto principal es Gmail en vez de dominio propio.,idsoficinas@gmail.com,Sitio propio (contacto),Diseño de interiores de oficinas con tarifas por metro cuadrado para múltiples ciudades — servicio de alto ticket para clientes corporativos.,6
177,Estudio4d SAS,"Diseño de interiores — locales comerciales, bares y restaurantes","Calle 152 # 22a-21, Bogotá",http://www.estudio4d.com/,Numerosos placeholders 'blank.gif' en lugar de imágenes de proyectos; portafolio real mínimo; contacto principal es Gmail en vez de dominio propio.,info.estudio4d@gmail.com,Sitio propio (contacto/footer),"Especializado en diseño de locales comerciales, bares y restaurantes en Bogotá — proyectos de interiorismo comercial de alto valor.",6
178,BANOH Ingenieros & Arquitectos,Arquitectura e ingeniería — adecuación de oficinas y locales comerciales,"Calle 130 #58-20, Of. 303, C.C. Plaza Aventura, Bogotá",http://banoh.co/,Múltiples enlaces internos rotos (href vacíos); la sección 'Proyectos Realizados' no muestra detalle real de casos pese a estar anunciada.,comercial@banoh.co,Sitio propio (mailto/contacto),Arreglos locativos y adecuación de oficinas/locales comerciales en Bogotá — contratos de obra comercial de valor medio-alto.,6
179,H&C Proyectos de Ingeniería SAS (HYC Proyectos),Ingeniería y construcción — proyectos de obra e interventoría,"Calle 99 # 49-38, Of. 507, Edificio Centum, Bogotá",https://www.hycproyectos.com/,Plugin Slider Revolution con enlaces de imagen rotos; menú de 'Servicios' duplicado; copyright '2021' sin actualizar.,info@hycproyectos.com,Sitio propio (mailto/contacto),Firma de ingeniería y construcción con oficina en edificio corporativo del norte de Bogotá — proyectos técnicos de alto valor.,6
180,ARQUICONS (Arquitectos e Ingenieros Constructores),Construcción e ingeniería — servicios integrados residencial/comercial/industrial,"Calle 130 N° 58-20, Oficinas 301-302, C.C. Plaza Aventura, Bogotá D.C.",http://www.arquicons.co/,"Metadatos del sitio identifican la plantilla como 'Themefisher Medical HTML Template' — plantilla diseñada para clínicas médicas, reutilizada sin adaptar para una firma de construcción.",comercial1@arquicons.co,Sitio propio (correos en la página de contacto),"Servicios globales integrados de construcción e ingeniería en sectores residencial, comercial, industrial y hotelero — contratos de construcción de alto valor.",6
181,Marca Diseño S.A.S. (MD Estudios),"Arquitectura, diseño de interiores y construcción","Calle 98 #22-64, Of. 305, Bogotá",https://www.md-estudio.com/,Varios ítems del menú principal redirigen todos a la página de inicio; botones 'VER MÁS' del portafolio de más de 20 proyectos no funcionan.,contacto@md-estudio.com,Sitio propio (mailto/contacto),"Firma que se posiciona en 'Arquitectura, Diseño y Construcción' con portafolio amplio — proyectos de alto valor que el visitante no puede explorar por enlaces rotos.",7
